Ce05_ip21_572qic2127;Ce05_ip21_572aic2122;Ce05_ip21_572nic2085;Ce05_ip21_572tic2120;Ce05_ip21_572zi2602;Ce05_ip21_572zx2881e;Ce05_ip21_572pi2202;Ce05_ip21_572pi2207;Ce05_ip21_572pi2204;Ce05_ip21_572pi2212;Ce05_ip21_572pi2209;Ce05_ip21_572pi2214;Ce05_ip21_572pi2216;Ce05_ip21_572pic2223;Ce05_ip21_572pic2227;Ce05_ip21_572pi2228;Ce05_ip21_572pic2226;Ce05_ip21_572pi2233;Ce05_ip21_572pi2235;Ce05_ip21_572pi2241;Ce05_ip21_572pi2243;Ce05_ip21_572pi2206;Ce05_ip21_572pi2231;Ce05_ip21_572pi2238;Ce05_ip21_572fi2294;Ce05_ip21_572pi2244;Ce05_ip21_572pi2245;Ce05_ip21_572pi2246;Ce05_ip21_572pi2247;Ce05_ip21_572pi2253;Ce05_ip21_572pi2254;Ce05_ip21_572fi2292;Ce05_ip21_572fi2293;Ce05_ip21_572fi2296;Ce05_ip21_572fi2298;Ce05_ip21_572fi2297;Ce05_ip21_572fi2295;Ce05_ip21_572mic2990;Ce05_ip21_572ti2902;Ce05_ip21_572fi2901;Ce05_ip21_572pi2903;Ce05_ip21_572pic2904;Ce05_ip21_572tic2474;Ce05_ip21_572mic2911;Ce05_ip21_572TI2910;Ce05_ip21_572TI2912;Ce05_ip21_572TI2920;Ce05_ip21_572TI2905;Ce05_ip21_572PIC2906;Ce05_ip21_572PI2906;Ce05_l21_622ni572.0.23;Ce05_l21_622ni572.0.24;Ce05_l21_622ai581.0.8
1.201725706;4.851643581;2.870352609;66.55965882;59.02790628;169.9795316;-0.140272909;-2.845830606;-0.426926404;-7.460732341;-6.407443978;-7.960297165;-9.330237811;-15.99584179;-22.39242069;-23.04391377;-19.04002835;-30.66826992;-36.74980368;-45.63046028;-18.24596534;-17.04456465;-27.19670654;-41.60197846;309.6091587;-50.38146341;-63.94613902;-47.64455298;-15.77656242;-60.83299277;-51.35721822;472.6560471;701.1771633;574.789404;555.0062037;339.2125608;582.3178888;95.13430202;148.6566575;19.72233138;359.176484;323.5255937;146.334416;243.8402765;73.34102355;107.5463282;80.88716547;137.3813555;-85.72670622;-86.09607969;34.59999847;52.40000153;583
1.201715459;4.851761339;2.869998919;66.53324316;59.03058285;170.0293658;-0.139741049;-2.845652813;-0.426653602;-7.458545299;-6.405336856;-7.931299931;-9.305662689;-15.95299642;-22.27104872;-23.08536251;-18.89325506;-30.84219111;-36.8121831;-45.7119269;-18.24875832;-17.04095238;-27.33908721;-41.68892915;308.3632111;-50.33368707;-64.11220573;-47.69592815;-15.78789987;-60.74590853;-51.26388177;472.4643124;702.6707032;608.1827762;594.648585;341.8432204;590.4077181;95.1526101;148.6790898;19.81748149;359.712652;323.8726431;146.2515526;245.8222151;73.65683302;107.5018292;81.26769063;137.3945421;-86.61255711;-86.34508555;34.59999847;52.40000153;583
1.201705212;4.851879097;2.86964523;66.54207566;59.03325942;170.0548955;-0.139209189;-2.845475021;-0.426380799;-7.459250354;-6.403229733;-7.932008406;-9.349110291;-15.97707155;-22.35009317;-23.09540977;-18.91117727;-30.69736002;-36.72627034;-45.66187659;-18.27494783;-17.0373401;-27.23238993;-41.5992546;309.4524011;-50.2754086;-63.97058402;-47.80321988;-15.80016791;-60.71896239;-51.24146471;471.9560736;703.8580454;615.6285256;607.689363;341.1984467;586.2412455;95.1699454;148.68423;19.88808317;361.3665096;324.9499112;146.7688844;239.6695304;73.95375522;107.4322761;81.61792582;137.4077288;-87.17236687;-87.4958228;34.59999847;52.40000153;583
1.201694964;4.851996855;2.86929154;66.50458227;59.035936;170.0041607;-0.138677329;-2.845297228;-0.426107997;-7.461228533;-6.401122611;-7.952386403;-9.352235965;-15.95376082;-22.37042037;-23.08259727;-18.97737381;-30.63449786;-36.7068958;-45.6662568;-18.25093934;-17.03372783;-27.20894179;-41.61459043;309.9115898;-50.37044335;-64.08008818;-47.70143432;-15.81243594;-60.67914555;-51.27778268;471.3173785;702.8457816;610.033825;615.565746;340.1043375;588.7434445;95.16870235;148.7609755;19.93527987;362.8537202;326.7349138;146.9872722;242.7689141;74.23837004;107.5080682;81.94381854;137.4212511;-86.8756231;-86.85403138;34.59999847;52.40000153;583
1.201684717;4.852114613;2.86893785;66.52125321;59.03861257;169.9791973;-0.13814547;-2.845119435;-0.425835194;-7.463206712;-6.399015488;-7.945089138;-9.301098838;-15.9970376;-22.27937815;-23.0628062;-18.96162746;-30.63417295;-36.71832881;-45.64500449;-18.22847339;-17.03011556;-27.20413971;-41.57498117;308.3638652;-50.34616598;-64.00344094;-47.54405434;-15.844071;-60.72286062;-51.26255457;471.5936661;701.8588093;547.8024537;595.7438942;339.2294353;583.2693608;95.1664722;148.7695581;19.68225695;360.7536982;325.8892357;147.0873114;241.0695427;74.47053862;107.4809179;82.2192674;137.4479765;-86.56436764;-86.12267447;34.59999847;52.40000153;583
1.20167447;4.852232372;2.868585579;66.44587853;59.04128914;170.0311842;-0.13761361;-2.844941642;-0.425562392;-7.465184891;-6.396908366;-7.922608803;-9.314300578;-16.03165147;-22.37190035;-23.10525557;-19.01415707;-30.68610604;-36.68567946;-45.64225192;-18.23515082;-17.02737743;-27.20084912;-41.56612225;308.1780335;-50.33022797;-64.07042174;-47.70262847;-15.87545549;-60.75605797;-51.29686816;471.650211;704.6270207;596.7512634;637.2220188;339.441622;577.7562672;95.16424204;148.7985158;19.60196709;356.5198246;322.2398622;147.124166;242.9802176;74.66371808;107.4553559;82.4819573;137.4719981;-86.37100813;-87.07985695;34.59999847;52.40000153;583
1.201664223;4.85235013;2.868704246;66.50917645;59.04396572;169.9541178;-0.13708175;-2.844763849;-0.425289589;-7.467163071;-6.394801243;-7.918775036;-9.31395366;-15.98898103;-22.34064359;-23.10047504;-19.00076078;-30.65956586;-36.73813332;-45.70230414;-18.25636965;-17.03153371;-27.19474703;-41.58849486;308.777957;-50.42406748;-64.11041794;-47.4376829;-15.8800253;-60.70128687;-51.3644791;472.6699569;703.0589687;634.1900704;621.8392237;341.5490945;575.4016931;95.16201189;148.9238353;19.78222007;355.9437866;320.5906612;147.1401734;242.7777701;74.88814327;107.5000114;82.71035093;137.4344478;-87.25909034;-86.66602214;34.59999847;52.40000153;583
1.201653976;4.852467888;2.869199944;66.53324066;59.04664229;170.0210047;-0.13654989;-2.844586056;-0.425016787;-7.46914125;-6.392694121;-7.923136641;-9.282154428;-15.99882339;-22.3427781;-23.05777949;-18.99759441;-30.69081404;-36.79991941;-45.71806049;-18.21819539;-17.03716628;-27.21960155;-41.63361089;306.6279737;-50.39679117;-64.10782161;-47.72965725;-15.88449446;-60.68794624;-51.34589347;470.9903314;702.127558;622.88094;632.4819129;340.2782335;576.3670735;95.15978174;149.0211155;19.80868477;357.1166107;321.1528083;147.1618901;241.1778489;75.07348632;107.4404263;82.91621129;137.3816867;-86.98542443;-87.01282268;34.59999847;52.40000153;583
1.201643729;4.852585646;2.869695642;66.52511453;59.04931886;169.9947564;-0.13601803;-2.844408263;-0.424743984;-7.471119429;-6.390586999;-7.927498245;-9.266952378;-16.06283748;-22.40738258;-23.07567556;-19.08509951;-30.71291017;-36.83678043;-45.74130781;-18.21001548;-17.04279885;-27.2351153;-41.68608246;306.9679208;-50.28079753;-64.08321804;-47.55583042;-15.88896362;-60.78919222;-51.35116717;471.0403765;702.2650224;561.9089673;603.4711263;339.040614;578.1960547;95.15755158;149.0807191;19.78901432;356.7500724;321.2475515;147.2142838;240.916056;75.24619335;107.4069416;83.10512434;137.3752089;-86.91436593;-86.70417408;34.59999847;52.40000153;583
1.201633482;4.852703404;2.87019134;66.5196077;59.05199544;169.987952;-0.135675438;-2.84423047;-0.424471182;-7.473097608;-6.388479876;-7.93185985;-9.266743844;-15.99003848;-22.29593394;-23.11960768;-19.0012753;-30.74509481;-36.78296422;-45.68167105;-18.21771371;-17.04843142;-27.28810241;-41.60817746;307.536722;-50.29095136;-64.08953952;-47.7277677;-15.89343279;-60.84059214;-51.43446668;472.8276321;703.3448967;615.0008879;595.5886303;340.6225777;584.5856261;95.15532143;149.1541685;20.08434301;360.9250771;323.8393891;147.271237;241.8431099;75.39853103;107.5656461;83.29682427;137.3896044;-86.7311316;-86.81263772;34.59999847;52.40000153;583
1.201623234;4.852841999;2.870687039;66.53530109;59.05467201;170.0284198;-0.135891821;-2.844052678;-0.424198379;-7.475075787;-6.386372754;-7.936221454;-9.28952232;-15.99479773;-22.40415862;-23.08195116;-18.98434301;-30.68244819;-36.76994352;-45.67710579;-18.21675696;-17.05406399;-27.21799152;-41.58974514;307.2286011;-50.34817211;-64.01002743;-47.61746311;-15.89790195;-60.80047861;-51.4506027;471.471958;701.9764685;620.9047805;595.7207461;340.3593625;587.0863149;95.15309127;149.1169885;19.88911753;362.4051834;326.5724192;147.3281902;240.9221053;75.53779819;107.5191201;83.45523599;137.4039999;-86.07115957;-87.30857982;34.59999847;52.40000153;583
1.201612987;4.853093134;2.871182737;66.51865648;59.05734858;169.9892562;-0.136144839;-2.843874885;-0.423925576;-7.477053966;-6.384265631;-7.940583059;-9.289360603;-16.03384155;-22.38639614;-23.1071505;-19.08855416;-30.68960718;-36.78854918;-45.702201;-18.2340269;-17.05969657;-27.23477908;-41.6635395;307.255324;-50.32117217;-64.04093851;-47.80680259;-15.90237111;-60.65933312;-51.49390919;471.9649963;702.0586972;584.6025129;558.0430089;339.2129043;578.1826944;95.15086112;149.1483104;19.72990619;360.47209;325.6248394;147.3851434;246.2118855;75.64895645;107.5403224;83.62500235;137.4202559;-86.77169191;-87.40987421;34.59999847;52.40000153;583
1.20160274;4.853361088;2.871678435;66.47278758;59.0589243;169.9715041;-0.136397857;-2.843697092;-0.423652774;-7.479032146;-6.382158509;-7.944944663;-9.28265305;-16.04864591;-22.44701115;-23.05879883;-19.0116073;-30.72691117;-36.78605618;-45.69468503;-18.25128199;-17.06532914;-27.20301935;-41.64779267;307.3667245;-50.39804947;-64.00637901;-47.54935832;-15.90684028;-60.64739847;-51.57586024;470.1973182;700.5115997;593.056659;555.7811278;338.9378731;578.1431202;95.14863097;149.1312072;19.67934025;358.1526964;323.411183;147.4385396;242.5568025;75.7707246;107.5592804;83.7704757;137.422987;-86.9422172;-86.59487361;34.59999847;52.40000153;583
1.201592493;4.853629042;2.872174133;66.58745564;59.02853374;169.9971383;-0.136650874;-2.843519299;-0.423379971;-7.480442845;-6.380051386;-7.949306267;-9.275945497;-15.98836999;-22.27353962;-23.09961953;-18.95674763;-30.67285594;-36.76569542;-45.66443781;-18.26056356;-17.048481;-27.19050763;-41.60553456;307.051368;-50.34327584;-64.11345783;-47.50731639;-15.91130944;-60.64946561;-51.63498626;471.6376774;701.0485679;603.6196942;557.5055148;340.3034204;577.8605551;95.14640081;149.2129602;19.76483202;357.1701506;322.0525804;147.4464624;242.5345665;75.89084912;107.5562884;83.89555321;137.4093986;-86.9840116;-86.98774546;34.59999847;52.40000153;583
1.201582246;4.853896996;2.872669832;66.52810045;59.0019165;169.9988172;-0.136903892;-2.843341506;-0.423107169;-7.478499898;-6.377944264;-7.953667872;-9.269237944;-15.96161739;-22.45792945;-23.0299122;-18.98110534;-30.62251331;-36.70247188;-45.61149177;-18.21246085;-17.01173722;-27.14777367;-41.56413606;307.2830106;-50.36951959;-64.04365992;-47.51773623;-15.9157786;-60.68727919;-51.60997786;472.5142424;698.7858651;588.165934;543.0931764;338.4696791;576.3894562;95.14417066;149.242109;19.78094005;357.0794056;321.6930621;147.4405395;241.1811954;75.99455206;107.4549645;84.02486519;137.3958103;-87.01679268;-87.18770445;34.59999847;52.40000153;583
1.201571999;4.85416495;2.87316553;66.54530961;59.03056113;170.007023;-0.13715691;-2.843163713;-0.422834366;-7.476006464;-6.375837141;-7.958029476;-9.262530392;-16.01463654;-22.44584595;-23.10799387;-19.00481428;-30.73796485;-36.81455282;-45.68031714;-18.22849587;-17.04059258;-27.25477513;-41.64748383;306.4523914;-50.30646849;-64.09610384;-47.58504478;-15.91702672;-60.71623281;-51.63449211;471.6957394;699.6548572;595.4018189;499.4361653;337.9588864;579.312793;95.1419405;149.2369101;19.99169553;359.909108;323.9232797;147.4346167;241.041058;76.1098218;107.4808937;84.14356665;137.4014711;-86.60552961;-87.26237613;34.59999847;52.40000153;583
1.201561752;4.854432904;2.873661228;66.53286143;59.02811965;170.007216;-0.137409928;-2.842976451;-0.422644674;-7.473513029;-6.373730019;-7.96425241;-9.264133472;-16.03915929;-22.46026949;-23.05601313;-19.00144329;-30.80039404;-36.73597076;-45.65364098;-18.218366;-17.03649251;-27.32355828;-41.63513868;306.9728634;-50.32338529;-64.02559835;-47.56362387;-15.91239859;-60.66798412;-51.56325041;473.1770473;699.9929848;565.6642212;467.697848;340.9620043;583.6820758;95.13971035;149.2175593;19.86867608;360.2979683;324.9330511;147.4286939;242.0344484;76.21076209;107.4738542;84.27123685;137.4261708;-86.61866189;-86.86611663;34.59999847;52.40000153;583
1.201551505;4.854700858;2.874156926;66.53815374;59.02578558;170.0009362;-0.137662946;-2.842667062;-0.422723755;-7.471019595;-6.371622897;-7.973880387;-9.29162716;-16.00782087;-22.46794904;-23.08072914;-19.0434884;-30.77842909;-36.7694935;-45.69145006;-18.19383402;-17.03103945;-27.30817872;-41.62134547;305.4741328;-50.39632089;-64.17331703;-47.61735748;-15.90764617;-60.64831979;-51.55575967;473.7027239;700.6183611;567.6185699;478.7720524;339.6378375;578.7088091;95.1374802;149.2050854;19.7074339;358.6542366;324.0509241;147.422771;241.8335372;76.31931696;107.4728976;84.36221438;137.435372;-86.49548577;-86.72957361;34.59999847;52.40000153;583
1.201541257;4.854968812;2.874652625;66.53518138;59.01657227;169.9859021;-0.137915963;-2.842320281;-0.422823347;-7.468526161;-6.369515774;-7.983581028;-9.303117493;-16.0585197;-22.45582819;-23.10478935;-19.05165273;-30.72187968;-36.76376259;-45.67755672;-18.23519479;-17.02028022;-27.23470053;-41.63303338;305.4588562;-50.32249082;-64.09141331;-47.54860425;-15.90289375;-60.73903271;-51.55018836;473.8165534;701.3545925;564.4882535;486.4094368;339.9488275;585.1765861;95.13525004;149.1927582;19.73885803;358.4398327;323.0158221;147.4168482;242.5777842;76.35785316;107.598232;84.45319191;137.429147;-86.7761103;-87.16780398;34.59999847;52.40000153;583
1.20153101;4.855236766;2.875148323;66.53220902;59.01649022;169.96355;-0.138168981;-2.8419735;-0.422922939;-7.466032726;-6.370986297;-7.993281668;-9.307855949;-16.01179137;-22.46604636;-23.12313609;-19.02809083;-30.75845377;-36.79595978;-45.69981685;-18.21475215;-17.01484584;-27.29432155;-41.67823457;306.0842526;-50.36082473;-64.00450704;-47.63393131;-15.89814133;-60.81938668;-51.49189505;471.2422452;699.9571347;603.1502668;493.6069161;339.6382068;569.8167348;95.13301989;149.180431;19.91864111;360.6218125;324.8565417;147.4109254;239.2189796;76.44652037;107.5463984;84.54624934;137.4229219;-86.16021836;-86.11265475;34.59999847;52.40000153;583
1.201520763;4.85550472;2.875644021;66.52923666;59.01640817;170.067706;-0.138421999;-2.841626719;-0.423022531;-7.463539292;-6.38690018;-8.002982309;-9.312594405;-16.0302553;-22.41986233;-23.13053007;-19.00586143;-30.8360621;-36.83065826;-45.70168231;-18.21760324;-17.01336959;-27.28693998;-41.70394467;304.9907487;-50.30155739;-63.96668523;-47.49263984;-15.89338891;-60.77999416;-51.48223042;471.5007025;698.2005442;607.7786883;512.9965946;339.0390729;575.996787;95.13078974;149.1334499;19.68491942;358.2143268;323.8147185;147.3820155;240.9898503;76.5333211;107.4874594;84.67236827;137.4166968;-86.59357633;-86.28762855;34.59999847;52.40000153;583
1.201510516;4.855772674;2.876139719;66.53973081;59.01632611;170.0005822;-0.138675017;-2.841279938;-0.423122123;-7.461045858;-6.404338463;-8.004567691;-9.317332861;-15.99702792;-22.60306212;-23.07567084;-19.04043395;-30.68655459;-36.82042922;-45.6743376;-18.20777304;-17.01189333;-27.27333151;-41.65957073;305.1010567;-50.36512072;-63.92144191;-47.57374051;-15.88863649;-60.688749;-51.4086055;470.6378175;700.631428;577.377682;555.1451595;340.6018931;573.6533529;95.12118305;149.0528518;19.58624301;353.7773284;320.6459213;147.3238684;245.3673413;76.58885376;107.5409057;84.74876869;137.4104718;-86.26830691;-87.01311944;34.59999847;52.40000153;583
1.201500269;4.856040628;2.876635418;66.71933198;59.01624406;169.9434459;-0.138928035;-2.840933157;-0.423221715;-7.458552423;-6.416118612;-7.995840859;-9.337596795;-15.96315879;-22.42640532;-23.12913653;-18.95607096;-30.77021964;-36.79831927;-45.70494654;-18.28734184;-17.07250268;-27.28595425;-41.65274449;305.5040364;-50.32554429;-64.07716398;-47.65000003;-15.88388407;-60.69260973;-51.53123413;472.8985673;699.223505;617.113832;547.3255166;340.1711722;579.3244182;95.08713888;148.9644731;19.70627782;350.7886508;318.3202687;147.2656186;243.8555796;76.6598622;107.4741184;84.83620268;137.3688573;-85.48478557;-85.34845313;34.59999847;52.40000153;583
1.201490022;4.856308582;2.877131116;66.70415977;59.016162;169.9619311;-0.139181052;-2.840586376;-0.423321307;-7.456058989;-6.414762392;-7.987078062;-9.356664776;-15.93605684;-22.45060666;-23.11866113;-18.98801298;-30.86842254;-36.92122626;-45.7135876;-18.26356693;-17.0075539;-27.32909503;-41.7576353;305.4760684;-50.3452477;-64.10153364;-47.69188875;-15.87913164;-60.60067821;-51.38432735;472.400025;699.2991804;581.0963159;537.10837;339.7941211;579.9664894;95.1226585;148.8628387;19.96335464;348.5132861;319.3948774;147.2073689;241.8981932;76.73092666;107.4637713;84.91679641;137.3034808;-86.68981995;-86.82150078;34.59999847;52.40000153;583
1.201481007;4.856576536;2.877626814;66.67137319;59.01607995;169.9887902;-0.13943407;-2.840239595;-0.423420898;-7.455015833;-6.412873328;-7.980587053;-9.331436667;-15.97328377;-22.54100332;-23.1498582;-18.94290694;-30.73460915;-36.83877205;-45.63991518;-18.20060448;-17.02571961;-27.27838079;-41.63913668;305.2577423;-50.44428092;-64.18053484;-47.7585008;-15.87437922;-60.66238788;-51.26396443;472.6422882;698.7921102;591.5234345;578.2910642;339.2293953;586.8745607;95.1447934;148.7541388;19.96738459;346.9529422;318.763059;146.7190559;244.2517786;76.80167919;107.387147;84.99230261;137.2690422;-87.62768555;-87.53265112;34.59999847;52.40000153;583
1.201512924;4.85684449;2.878122512;66.57288209;59.0159979;169.9685174;-0.139687088;-2.839892814;-0.42352049;-7.45776353;-6.410984264;-7.986019475;-9.287773859;-15.94557877;-22.54506748;-23.17060101;-18.91296144;-30.96186696;-36.9789892;-45.73012772;-18.25677059;-17.03134877;-27.47241731;-41.747194;305.7590511;-50.29578154;-64.09312705;-47.73528151;-15.87624859;-60.7361135;-51.29754101;473.4981237;703.563875;583.6450683;563.7165839;340.8913535;584.7149654;95.11908398;148.7207146;20.41060542;354.0907263;324.4054736;146.7412326;239.8811369;76.86180584;107.3499362;85.07632423;137.2699659;-87.13528085;-85.82906501;34.59999847;52.40000153;583
1.201564735;4.857112444;2.878618211;66.5235549;59.01591584;169.9550506;-0.139940106;-2.839546033;-0.423620082;-7.460709086;-6.4090952;-7.993179393;-9.243433996;-15.93070236;-22.49531885;-23.16468943;-18.96115019;-31.03610902;-36.90157977;-45.72878635;-18.27295811;-17.03697792;-27.47828022;-41.7265;307.6688998;-50.40736065;-64.10800375;-47.66893732;-15.88897902;-60.73366019;-51.26798428;471.3769145;701.3566283;646.9428653;561.0529632;341.0679522;578.4436407;95.13248659;148.6891085;20.12031991;357.7400779;329.0670845;146.9017799;240.1163497;76.91638826;107.4481511;85.15175108;137.3204338;-85.25024812;-86.37492944;34.59999847;52.40000153;583
1.201616545;4.857380399;2.879113909;66.50317786;59.01583379;169.9633846;-0.140193124;-2.839199252;-0.423719674;-7.463654643;-6.407206136;-8.000339311;-9.335427048;-15.98326175;-22.56531376;-23.04575292;-19.02037221;-30.82113357;-36.83170493;-45.6426886;-18.2413646;-17.04260708;-27.3770075;-41.60574998;307.0721637;-50.33341422;-64.13814071;-47.68720049;-15.90186672;-60.65504377;-51.28340893;472.4003997;701.6951091;560.1056493;552.8309634;340.2102493;581.5600067;95.11945326;148.5289313;19.97129849;357.3687984;329.3015035;146.9337282;244.3960234;76.97455854;107.5306272;85.22645962;137.4161161;-85.62596741;-85.41399422;34.59999847;52.40000153;583
1.201668356;4.857648353;2.879609607;66.50773213;59.01575174;170.002688;-0.140446141;-2.838852471;-0.423819266;-7.4666002;-6.405317071;-8.008539845;-9.309059354;-15.98561053;-22.53979444;-23.02794397;-18.99316568;-31.07917228;-37.03254352;-45.78552701;-18.24794674;-17.04823624;-27.58277668;-41.81475212;306.3354853;-50.392767;-64.03967884;-47.67077389;-15.91148765;-60.83927645;-51.33225414;470.9060242;701.234875;624.4607541;575.5838545;341.1528536;575.0303999;95.10522394;148.4420864;19.79552329;354.3824669;327.046161;146.9291233;243.4655939;77.03462124;107.6453334;85.29968812;137.5209369;-86.47567516;-86.1497775;34.59999847;52.40000153;583
1.201720167;4.857916307;2.880105305;66.48976778;59.01566968;170.0081268;-0.140699159;-2.83850569;-0.423918858;-7.469545756;-6.403428007;-8.023826666;-9.272887112;-15.95912863;-22.66460715;-22.98872636;-19.00237715;-31.09324156;-36.922511;-45.70418531;-18.28379991;-17.02716909;-27.59579367;-41.72572102;309.4455866;-50.29206907;-64.16117449;-47.69831588;-15.89886284;-60.90162431;-51.31686915;473.5326913;700.7558856;566.6141557;587.6069578;342.5408496;576.4727138;95.09800676;148.3911242;19.83417466;352.312274;325.6037566;146.913004;240.1386012;77.0980411;107.6218715;85.37557713;137.5577358;-85.53625162;-84.79284749;34.59999847;52.40000153;583
1.201771978;4.858184261;2.880601004;66.54625561;59.01558763;169.9911191;-0.140952177;-2.838158909;-0.42401845;-7.472491313;-6.401538943;-8.037764325;-9.251111097;-15.99393507;-22.6755273;-22.98798096;-19.06573893;-31.03850235;-36.97064226;-45.70325721;-18.28686297;-17.03931153;-27.57329848;-41.76111519;308.6771622;-50.39146357;-64.12589459;-47.92023635;-15.8820516;-60.9378396;-51.33690192;471.9586126;703.548732;558.5732601;608.0249608;341.4595903;586.7609003;95.17564849;148.3633089;19.92437587;351.5578981;325.3747778;146.8963471;238.2465213;77.15833311;107.5466478;85.42773359;137.5586959;-87.0559605;-85.96778795;34.59999847;52.40000153;583
1.201823789;4.858452215;2.881096702;66.5082818;59.01550557;170.0284012;-0.141205195;-2.837812128;-0.424118042;-7.47543687;-6.399649879;-8.04534396;-9.244450388;-15.98416817;-22.51663023;-23.1051821;-18.99342404;-31.07410577;-36.97816648;-45.70235953;-18.28778935;-17.06443503;-27.55049318;-41.77483569;308.8213036;-50.36279938;-64.15095718;-47.76787117;-15.86850678;-60.87633114;-51.32578562;473.4699221;699.6095775;576.8064491;625.8562875;340.9451125;580.2651174;95.10227748;148.221124;20.10966489;353.5178553;327.2146622;146.8681677;241.0632936;77.20603389;107.5406167;85.53516815;137.5404533;-87.01131121;-87.28412767;34.59999847;52.40000153;583
1.2018756;4.858720169;2.8815924;66.50922522;59.01542352;169.9805835;-0.141458213;-2.837465347;-0.424217634;-7.478382426;-6.397760815;-8.052653463;-9.237862381;-16.04698945;-22.66794877;-23.15361726;-19.08672865;-31.03758214;-36.98578063;-45.72558251;-18.26873324;-17.04743737;-27.54030283;-41.78431826;309.2015613;-50.38089034;-64.14918605;-47.54025052;-15.86902615;-60.67042334;-51.26570726;470.7696568;703.2988984;584.1877003;607.7709744;342.3766086;576.804109;95.01240886;148.1547183;20.08361122;355.2005585;330.044717;146.7835591;240.6545104;77.25041107;107.6285527;85.56695625;137.5872285;-84.40090905;-84.37113098;34.59999847;52.40000153;583
1.201927411;4.858988123;2.882088098;66.52327148;59.01534147;170.0072843;-0.14171123;-2.837118566;-0.424317225;-7.481327983;-6.39587175;-8.059962967;-9.259015056;-16.06095221;-22.51229894;-23.02736215;-19.04467814;-30.96351946;-36.93504589;-45.64451326;-18.2613673;-17.03787932;-27.47066705;-41.71250511;306.5967624;-50.33691984;-64.10148554;-47.58588558;-15.87115936;-60.52667119;-51.31874343;464.3353913;702.4700087;603.7767704;565.9374553;332.0789788;588.9308316;94.92827462;148.0983097;20.01591785;353.5753183;331.0229577;146.673071;246.9070049;77.32949015;107.7807987;85.32911674;137.6498333;-80.60669741;-81.01082379;34.59999847;52.40000153;583
1.201979221;4.859256077;2.882583797;66.58448499;59.01525941;170.0112751;-0.141964248;-2.836771785;-0.424416817;-7.48427354;-6.393982686;-8.067272471;-9.28902541;-16.0370134;-22.54882991;-22.9752445;-18.97462056;-31.05918564;-36.91315399;-45.6626567;-18.25790024;-17.03772371;-27.55992439;-41.70803746;306.3345722;-50.29568034;-64.16674184;-47.82162549;-15.87329256;-60.6012679;-51.34191919;464.6544445;701.7015271;570.520162;552.1580473;331.8441307;580.2568567;94.88312577;147.9744524;20.01959081;352.3845107;330.4089811;146.5918227;251.6017267;77.36149846;108.0204014;84.1005657;137.6896165;-76.55430839;-76.03131737;34.59999847;52.40000153;583
1.202031032;4.859524031;2.88307766;66.47072142;59.01517736;169.9721087;-0.142217266;-2.836425004;-0.424516409;-7.487219096;-6.392093622;-8.074581974;-9.195956965;-16.05322524;-22.7101248;-22.88887015;-19.01946611;-31.16831331;-37.02132438;-45.73254269;-18.20522975;-16.98381731;-27.71696758;-41.79761571;303.8615128;-50.32810669;-64.08608957;-47.78839875;-15.87542577;-60.60016013;-51.35029989;459.5913862;701.5559391;621.1143823;502.499949;330.4673505;576.5485181;94.84245638;147.8993627;20.1505316;351.7596122;330.5269113;146.4850394;257.4644632;77.37910948;108.3900736;81.57057163;137.7587054;-42.06427066;-44.33875205;34.59999847;52.40000153;583
1.202082843;4.859791985;2.883277116;66.55855444;59.01509531;169.9871528;-0.142470284;-2.836078223;-0.424616001;-7.490164653;-6.390204558;-8.082540564;-9.204544996;-16.14346864;-22.85325668;-22.88452014;-19.15433911;-31.14801234;-37.08183932;-45.77727836;-18.23395981;-16.98472891;-27.73198877;-41.85676691;303.2620749;-50.38521638;-64.14498368;-47.9281991;-15.87755898;-60.63452137;-51.44222599;466.888488;699.5141437;616.0618892;525.4894612;335.343324;585.6638017;94.82185863;147.9890152;20.39081488;354.075875;332.7383105;146.4958558;251.087406;77.43798945;109.1472939;78.79953396;137.7960007;-29.72943511;-35.70229413;34.59999847;52.40000153;583
1.202134654;4.860059939;2.883263149;66.60802812;59.01501325;170.0007272;-0.142723302;-2.835731442;-0.424715593;-7.491724303;-6.388315494;-8.104650137;-9.236785812;-16.05858153;-22.73194606;-22.930848;-19.05118291;-31.13737454;-37.06741912;-45.7847781;-18.25642809;-16.99161704;-27.69627871;-41.87008372;303.8571742;-50.34441143;-64.11776104;-47.88541133;-15.87969219;-60.60958119;-51.52853437;464.6202654;700.2812338;607.9110903;481.1649599;332.9722375;574.8718553;94.89605621;148.0913347;20.27808178;354.9053046;334.2976343;146.6049379;244.3492243;77.43608031;109.3464914;76.4676216;137.8650365;-39.27093161;-38.11319432;34.59999847;52.40000153;583
1.202186465;4.860327893;2.883249183;66.57095461;59.0149312;169.9944886;-0.142976319;-2.835384661;-0.424815185;-7.489565648;-6.38642643;-8.129413201;-9.267860039;-16.00249529;-22.69921059;-22.98207732;-19.00955742;-30.87985361;-36.95205984;-45.66623999;-18.21336429;-16.99850518;-27.48781194;-41.75533899;304.2347508;-50.23986803;-64.12603335;-47.60596149;-15.8818254;-60.67966243;-51.49553028;465.991815;702.1366682;588.1071107;495.9641299;333.1132871;571.8721703;94.9427765;147.9742551;20.09093777;351.4608072;332.7049081;146.6283729;244.5091561;76.98019545;109.5928518;74.99498562;137.9320566;-27.18202829;-27.2750415;34.59999847;52.40000153;583
